PRODUCT_NAME,MATERIAL DESCRIPTION
HOSIT PLUS CAP 10s(EMC053) 10s,HOSIT PLUS CAPSULES
EMILDAP M-10/500 TAB 10X10,EMILDAP M10/500 1X10T
FULL 24 TAB 10 TAB,FULL 24 TABLET
CEASTRA XL 200MG CAP 7S,CEASTRA XL-200 CAPSULES
TICAPLAT 90MG TAB 10,TICAPLAT 90 TABLETS 6X10 T
CONSIVAS GOLD 10MG,CONSIVAS GOLD 10 CAPSULES 10X10C
PLAVIX 75MG TAB 14S(EMCURE) 14S,PLAVIX 75 MG TABLET 10x14T
METPURE-TEL-40MG-TAB,METPURE TEL 40 TABLETS
CALONAT D3 T 15S,CALONAT - D 3 TABLETS
SEVCAR 800 TAB 10 TAB,SEVCAR-800 TABLETS
FERIUM XT DROPS 15ML~,FERIUM XT DROPS 15 ML
FICO 100 TABLET 10,FICO TABLET 100 MG
ATOREC 40 MG TAB 1*10,ATOREC 40 MG TABLET
ARMOD 150 MG TAB 1X10,ARMOD-150 TABLETS
PANPURE 20MG IV VIAL,PANPURE I.V.20 MG INJ 1 VIAL
GALOP PLUS 10 ~TABLET,GALOP PLUS-10 TABLETS
COBAFORTE OD CAP 10S NUL,COBAFORTE OD CAPSULES
COBAFORTE CD3 PLUS TAB 1*10,COBAFORTE CD3 + TABLET
PAUSE XT TAB 10 TAB,PAUSE-XT TABLETS
EMC0000 METPURE XL 12.5 TAB,METPURE XL 12.5 TABLET
HOSIT - D3 TAB,HOSIT D3 TABLET
Calonat-D3 Tab --,CALONAT - D 3 TABLETS
METPURE TEL 20 TAB 10T,METPURE TEL 20 TABLETS
VINTOR 2000 PFS (TWIN PACK) .,VINTOR 2000 IU INJ 1 PFS
GALOP 20MG Tabs,GALOP 20 MG TABLETS
VIZATEX 20 TAB 1 X 10,VIZATEX 20 TABLET
vyldadm100/10/1000 10s,VYLDA DM 100/10/1000 TABLET 1x10T
ATPURE SA TABLET 10S,ATPURE SA TABLET
SYLATE 250 10s,SYLATE TABLETS 250 MG 10
SYLATE T 500 TAB 10 s(SHW027) 10 s,SYLATE T 500 TABLET
EPOFER 10000 INJ,EPOFER 10 000 - PFS
IMINORAL 25,IMINORAL - 25 CAPSULES
NUSAR 50 TAB. 10S,NUSAR 50 MG TABLET
BEAT HF 7.5 MG TAB 10S,BEAT HF 7.5 TABLETS 10X10 T
EXHEP 40 INJ PFS,EXHEP 40 INJECTION
MIGITUS 5mg TAB 10 s(EMC538) 10s,MIGITUS 5 TABLET
DOLOSPAN P FIZZ TAB 15 TABS,DOLOSPAN P FIZZ TABLET
EPOFER-4000 PFS 1,EPOFER 4000 - PFS
EMDYDRO 10,EMDYDRO TABLET 1X10T
CELOL XT + TABLETS,CELOL XT + TABLETS
METPURE AM 2.5MG EM,METPURE AM 2.5 TABLETS
Numlo D5 Tab 10 S,NUMLO-D 5 TABLET
EXDUO 200 TAB. 10.,EXDUO 200 TABLET 10 T
EMSITA-TRIO FORTE TAB 10TAB,EMSITA TRIO FORTE TABLET 1x10T
EXAFIB TAB 2.5 1x14,EXAFIB 2.5 TABLETS
POVIZTRA 0.5MG FLEXTOUCH 1PEN,POVIZTRA FLXT 0.5MG 1.5ML 1PC COPACK
ACEGABA-GRS-300 MG TAB --,ACEGABA GRS 300 TABLET 10T
MEGVAL-50 VIAL,MEGVAL INJECTION
FERIUM 100MG CHEWABLE TAE 10,FERIUM CHEWABLE 100 MG TAB 10X10 T
AQUAOAT HYDRATING FACE CLEAN 100ML,AQUAOAT HYDRATING FACE CLEANSER 100ML
EMLINZ M 1000MG TA 10s,EMLINZ M 1000 TABLET 1x10T
EOPTAL-300 TABS 1X10,EOPTAL 300 TABLETS 10X10 T
CARMADA 100mg TAB 10 TAB,CARMADA 100 MG TABLET 10x10T
EXAFIB 20MG TAB 14TAB,EXAFIB 20 TABLETS
LAVIR-150MG TAB 60S,LAVIR 150 TABLET 1X60T
LACTACYD GEL 100ML,LACTACYD  1X100 ML
GALOP PLUS 10MG TABS 1*10TABS,GALOP PLUS-10 TABLETS
PROCTOSEDYL-BD CR*20G 25,PROCTOSEDYL BD CREAM
NUMLO TM 5 15S,NUMLO-TM 5 TABLETS 1X15 T
MATERNA HMG 225 PFS 1X75 MI,MATERNA HMG HP 225 IU/0.75ML PFS
METPURE TEL 20 TABS 10S,METPURE TEL 20 TABLETS
AMARYL-M-FORTE-1MG,AMARYL M FORTE 1MG TABLET 10x15T
E TEL H 10,E - TEL H TABLETS
EMSTAR 1.0GM INJ. 1*1,EMSTAR 1 GM INJ 1 VIAL
ENHEMO-500 TAB 10 S,ENHEMO 500 TABLET 10x10T
CONSIVAS-CV-10 CAP 10*5,CONSIVAS CV 10 CAPSULE 10x10C
C-TRI T 500 TAB 10S,C-TRI T 500 MG TABLET
NUMLO D 5 TAB 10TAB,NUMLO-D 5 TABLET
AQUAOAT LOTION 100ML,AQUAOAT MOISTURIZING LOTION 100ML
VYLDA D 100/10 MG 10TABS,VYLDA D100/10 TABLET 1X10T
G3N 6.4 TAB 1 TIN,G3N - 6.4 TABLET
TAVIN AF 30TAB 30 TAB,TAVIN AF TABLET 30T
PREGANZA NT TAB,PREGANZA NT TABLET
TEMSAN - AM 5 MG 15 S,TEMSAN AM-5 TABLETS 1X15 T
CONSIVAS-D3 TAB. 1X10,CONSIVAS-D3 TABLETS
CONSIVAS-F10/60TAB 1*10,CONSIVAS-F10/160 TABLETS
SANOXABAN 2.5MG TAOS,SANOXABAN 2.5 MG TABLET 10x10T
FERIUM-750MG/15ML INJ 1*15ML,FERIUM INJECTION 750MG/15ML
OSTERI INJ 750MCG PFS .,OSTERI INJECTION 750 MCG PFS
HOSIT FCM 1K INJ,HOSIT FCM INJECTION 1K
MESALACURE TABLETS 10S,MESALACURE TABLET  1.2GM
DAPAGZA 10 MG 15TAB,DAPAGZA 10 TABLET 1X15T
CELOL XT CAP 15S,CELOL XT CAPSULES
BIMODE INJ 100MG,BIMODE 100 MG INJ 1 VIAL
EXHEP 40 INJ $ VIAL,EXHEP 40 INJECTION
EM DYDRO 10MG TAB 10S 10 TAB,EMDYDRO TABLET 1X10T
PROXYM XT TAB 15S 15S,PROXYM XT TABLET 1X15T
XILIA-2MG TAB 10TAB,XILIA - 2 TABLETS
EMTREO 5GM INJ,EMTREO INJECTION 5g/vial -DOMESTIC
PROXYM ER TAB 300 10 TAB,PROXYM ER  TABLETS
SYLATE T 500 TAB 10s,SYLATE T 500 TABLET
CEASTRA SB CAPSULE 65MG 1X10C 10 CAP,CEASTRA SB CAPSULE 65MG 1x10C
VICARE-I CREAM --,VICARE I-CREAM 1x30GM
CELOL-D3 GRANULES IGM,CELOL - D 3 GRANULES
TOPERIZONE 150 TAB 10S,TOPERIZONE - 150 TABLETS
FERIUM 1K --,FERIUM INJECTION 1K (1GM/20ML)
ENCICARB 500MG INJECTION 1s,ENCICARB INJECTION 500MG/10ML
ENHEMO 1000 INJECTION 10ML,ENHEMO 1000 INJECTION 1x10ML
TEMSAN LN TABLET 10,TEMSAN LN TABLET 10x15T
ATOREC ASP CAP 10T,ATOREC ASP CAPSULES
Galact Kashmiri Kesa 200g,GALACT GRANULES KESAR
DYDROFEM TABLETS 110,DYDROFEM TABLETS
OROFER-XT TAN. --,OROFER XT TABLET
ATOREC-CV-10 10CAP,ATOREC CV 10 CAPSULES
EMPRI M 12.5 10TAB PCS,EMPRI M 12.5/500 MG TABLET 10x10T
TEMSAN 40 MG. TABLETS,TEMSAN 40 MG. TABLETS
E-TEL 20 TAB 1X10,E - TEL 20 TABLETS
VYLDA-M 50 /850 MG 10S,VYLDA-M 850 TABLETS 1X10 T
PROXYM TH8 TAB 10S 10s,PROXYM TH8 TABLET 1x10T
DYDROFEM-SR 20MG TAB 10TAB,DYDROFEM SR 20 TABLET 3X10T
ENCICARB 1K INJ VAIL,ENCICARB INJECTION 1K  
INSTGRA TAB 90S 90S,INSTGRA TABLET 1X90 T
MATERNA-75 I.U.HMG 1VIAL,MATERNA-HMG 75 I.U.
ACEGABA NT 400 TAB15 S,ACEGABA-NT 400 TABLET 1x15T
TEMSAN 80 MG TABLET 15S,TEMSAN 80 MG TABLETS 10x15T
EMILDAP S 10/50MG TAB 10 TAB,EMILDAP S 10/50 TABLET 1X10T
Temsan Cv 40 Tab 10S,TEMSAN - 40 CV TABLETS
ATOREC GOLD-20 1*10,ATOREC GOLD 20  10X10 C
FITJOINT MAX CAP 1X10,FITJOINT MAX CAPSULES
VYLDA M 850 TABLETS,VYLDA-M 850 TABLETS 1X10 T
ATOREC EZ 1*10,ATOREC EZ TABLET
MIGITUS 10 TAB 1 X 10,MIGITUS 10 TABLET
CELOL-D3 PLUS TAB 15S,CELOL D3 + TABLETS
XPLODE-ISO TABLET 110,XPLODE-ISO TABLET
EMAZNZED D TAB 15S,EMANZEN D TABLET
TEMSAN LN TAB 10S --,TEMSAN LN TABLET 10x15T
EMLEVO 500 TAB 1 X 10,EMLEVO 500 TABLET
AMARYL-MV-2 TABS 1X15,AMARYL MV 2MG TABLET 10x15T
SYLATE T 500MG TAB 10s,SYLATE T 500 TABLET
DYDROFEM SR 20 TAB 10S 0,DYDROFEM SR 20 TABLET 3X10T
ASOMEX 5MG TABS 15S,ASOMEX 5 MG TABLET 1x15T
EMLEVO 500 TAB 15S,EMLEVO 500 TABLET
DENLAFAX 100 TABS 1*10,DENLAFAX-100 TABLETS
ASOMEX TM 5 15TA,ASOMEX - TM 5 TABLETS 1X15T
TARGOCID-400MG VAIL,TARGOCID 400 MG INJECTION
CELOL D3 + TABS,CELOL D3 + TABLETS
DYDROFEM TAB l10s,DYDROFEM TABLETS
FITJOINT CAPS 10C,FITJOINT CAPSULES
EMANZEN FORTE TABLET 10 MG-10 T,EMANZEN FORTE TABLET 10 MG
EMILDAP 10 TABLET 1X15T,EMILDAP 10 TABLET 1X15T
ASOMEX 1.25 MG TABLET 10TAB,ASOMEX 1.25 MG TABLET
CALONAT D3 TABS. 15S,CALONAT - D 3 TABLETS
VYLDA-OD 50MG TAB 10x1,VYLDA OD 50 TABLET 1X15T
ATOREC 10 10S,ATOREC 10 MG TABLET
NUMLO-TM TAB --,NUMLO-TM TABLETS
LOBASET XL 20 1*10,LOBASET-XL 20 TABLETS
ENCICARB INJ 100MG 2 ML,ENCICARB INJECTION 100MG/2ML
Magnista Inj 2ml,MAGNISTA INJECTION
VYLDA OD 100 15 TAB,VYLDA OD 100 TABLETS
EMGRA TAB. 1X10,EMGRA TABLETS
CONSIVAS-5MG TAB 10S,CONSIVAS-5 TABLETS
Asomex 5 Tab 15S,ASOMEX 5 MG TABLET 1x15T
OROFER S INJ 1VIAL,OROFER S INJECTION 2.5 ML
TORPIZA 50MG TAB 1*10,TORPIZA 50 TABLET
PROXYM 200 TAB 10;S,PROXYM 200 TABLET
PROXYM XT TAB . 15 S,PROXYM XT TABLET 1X15T
PAUSE 1000MG INJECTION 10 ML,PAUSE 1000 MG INJECTION
LIVIVE 150,LIVIVE - 150 TABLET
GALOP 10MG TAB 10S 10S,GALOP 10 MG TABLETS
UNMET TAB * 1010S,UNMET TABLET 10x10T
ROSUVAS 40 10,ROSUVAS EZ 40 TABLET 1x10T
TEMSAN AM TAB 110,TEMSAN - AM TABLETS
ELAXIM 30MG INJ* KIT,ELAXIM 30
CARMADA-50 10,CARMADA 50 MG TABLET 10x10T
CONSIVAS ASP 110,CONSIVAS ASP CAPSULES
EMLINZ M5/1000 10 TAB,EMLINZ M5/1000 TABLET 10x10T
EMVASRIN CAP(EMCURE 10S,EMVASRIN CAPSULE 10x10C
DENLAFAX-100 TAB 10,DENLAFAX-100 TABLETS
TEMSAN AM 0 1X15,TEMSAN - AM TABLETS 1X15T
LASIX 40 MG TAB 15.S,LASIX 40 MG TABLET 80x15T
BENFOTABS TABS 10S,BENFOTABS
TAPIC EM 4.5,TAPICEM 4.5 GM INJECTION
INFEN PLASTER 1*1,INFEN PLASTER 1X7
EXDUO 200 1*10,EXDUO 200 TABLET 10 T
DILPRA-OD-500 MG TAB 10 S,DILPRA OD 500 TABLETS
ATPURE 25MG TAB 14S 14S,ATPURE TABLET 25 MG
CONSIVAS - F TAB 10S,CONSIVAS-F TABLETS
EMSITA 100MG TAB 15 T,EMSITA 100 MG TABLET 1X10T
DYDROFEM 10M,DYDROFEM TABLETS
CLET 500MG INJ,C - LET 500 MG INJECTION
DYDROEVA TABLETS 10T,DYDROEVA TABLET 1X10T
E-TEL 40 TAB,E - TEL 40 TABLETS
OLANEX-F 10X15T,OLANEX  F TABLETS 1 x 15 T
EMLINZ M 1000TAB 10S,EMLINZ M 1000 TABLET 1x10T
DYDROFEM TAB 30s 30S,DYDROFEM TABLET 1X30T
NUMLO-D 5 10S,NUMLO-D 5 TABLET
PELVIK GEL 50GM 50GM,PELVIK GEL 50 GM
FITJOINT MAX 1*10 CAP,FITJOINT MAX CAPSULES
Ferium Xt Suspension 150ml,FERIUM XT SUSPENSION
HOSIT D 3 TABS 10s,HOSIT D3 TABLET
EXAFIB 2.5MG TAB 14,EXAFIB 2.5 TABLETS
CELOL-D 3 TAB 15 S,CELOL - D 3 CAPSULES
ATOREC 40MG 10 S,ATOREC 40 MG TABLET
SANOXIBAN- 2.5mg,SANOXABAN 2.5 MG TABLET 10x10T
VINCORT-30 MG 10 T,VINCORT TABLET 30 MG
EMLUZ CREAM 0,EMLUZ CREAM 10 GM
GALACT GRAN. 1*200GM,GALACT GRANULES
Dapagza 10 Tab. 10tab,DAPAGZA 10 TABLET 1X15T
CONSIVAS CV 20 110,CONSIVAS CV 20 CAPSULE 10x10C
FERIUM XT+ SUSPENSION 200 ML,FERIUM XT + SUSPENSION 200 ML
CONSIVAS CV 20 CAP. 10CAP.,CONSIVAS CV 20 CAPSULE 10x10C
DICLOPLAST PATCH 3PATCH,DICLOPLAST 1X3 PATCHES
IMINORAL SYP 50ML,IMINORAL SOLUTION 50 ML
DILPRA OD 250TAB --,DILPRA OD 250 TABLETS
EMANZEN D TABLET 10T,EMANZEN D TABLET
VYLDA DM 100/10/1000 10S,VYLDA DM 100/10/1000 TABLET 1x10T
C-DIME 1.0 GM INJ 1VIAL,C - DIME 1.0 GM INJECTION
EMFOLIC SYP 1X100ML,EMFOLIC SYRUP 100 ML
EMSITA-D50/5 10,EMSITA D 50/5 TABLET 1X10T
ATOREC-D3 TABS 10 S,ATOREC - D 3 TABLETS
AMARYL M 2MG TAB 20S 1,AMARYL M 2MG TABLET 8x20T
PAUSE 1GM INJ 1*1AMP,PAUSE 1000 MG INJECTION
EXDUO 50 TABLET 1*1 --,EXDUO 50 TABLET 1x10T
CONSIVAS EZ TAB 10 S,CONSIVAS EZ 10 TABLET 1x10T
OROFER XT TOTOAL TAB 10S,OROFER XT TOTAL TABLET
ACEGABA NT 100MG TAB 15TAB,ACEGABA NT 100 TABLET 1x15T
ACEGABA NT 100 TABLET,ACEGABA NT 100 TABLET 1x15T
EMMDARA INJ 50MG/2ML VIAL,EMMDARA INJECTION 50MG/2ML
PROTOTAL WHEY POWDER 200GM,PROTOTAL WHEY POWDER 200 GM
DEXPURE 10 MG TAB 10S,DEXPURE TABLETS
TEMSAN 80MG TABS 10 TAB,TEMSAN 80 MG. TABLETS
OSTERI INJ. 600MCG/2,OSTERI INJ.600MCG /2.4MLPEN DEVICE
DYDROFEM SR 30 TAB 1*10TAB,DYDROFEM SR 30 TABLET 3x10T
METPURE-H 50 TAB 10 TAB,METPURE H 50 TABELTS
METPURE XL 50 TABS 110 STR,METPURE XL 50 MG TABLET 10X10
M NEM 1gm Inj Vial(HMR143) Vial,M-NEM 1000 MG INJECTION
VIANCA TABLETS 1X30 T 1X30T,VIANCA TABLETS 1X30 T
VIZATEX 20 MG TAB,VIZATEX 20 TABLET
OROFER FCM 750MG-15M 1VIAL,OROFER FCM INJECTION 750MG/15ML
PROXYM XT TAB 15TAB,PROXYM XT TABLET 1X15T
EMLEVO 500 MG. TAB. 1*15 T.,EMLEVO 500 TABLET 1 X 15 T
ENHEMO 500 INJ (5) 5ML --,ENHEMO 500 INJECTION 5x5ML
MOFILET S-360MG BOTTLES 1BOTTL,MOFILET S 360 TABLET
EMILDAP S 10/100 TABLET 1X10T-10 T,EMILDAP S 10/100 TABLET 1X10T
Calonat Xt Tab 15 T,CALONAT XT TABLET 10x15T
HOSIT PLUS TAB 10S,HOSIT PLUS CAPSULES
GALOP,GALOP 5 MG TABLETS
VIROPIL- TAB 1X90S,VIROPIL TABLET 1X90T
INFEN INJECTION 1X2ML,INFEN INJECTION
OROFER FCM INJ 1*1VIA,OROFER FCM  INJECTION 500MG/10ML
LOBACOR 10 0,LOBACOR 10 TABLET
AQUA OAT MOIST LOTION 100ML,AQUAOAT MOISTURIZING LOTION 100ML
CELLCEPT 500MG TAB- TRADE,CELLCEPT 500MG TABLET 10T
CARDACE AM 10 MG TAB 10S,CARDACE AM 10 TABLET 10x15T
CETAPIN V 0.2MG,CETAPIN V 0.2MG TABLET 10x15T
SYLATE TAB 500MG 10,SYLATE TABLET 500 MG
CONSIVAS BM STRIP OF 10 TABLETS,CONSIVAS BM TABLET 1x10T
OROFER FCM 1K INJ 1*VAIL,OROFER FCM  INJECTION 1K
Nusar 50mg Tab 10S,NUSAR 50 MG TABLET
TEMSAN 80 H TAB. 15,TEMSAN 80 H TABLETS 1X15T
GONLIX 200 TAB 10S,GONLIX 200 MG TABLET 10x10T
CARDACE METO 5 10TAB 13,CARDACE METO 5 TABLET 10x10T
CONSIVAS -ASP CAP 10 TAB,CONSIVAS ASP CAPSULES
EPOFER-10K PFS,EPOFER 10 000 - PFS
ASOMEX AT (2.5) 1 BX 10 STP,ASOMEX AT 2.5 MG TABLET
DENLAFEX 50 1010,DENLAFAX-50 TABLETS
CARDACE PROTECT 2.5/1 10s,CARDACE PROTECT 2.5 TABLET 10x10T
SANOXABAN-2.5 10TAB,SANOXABAN 2.5 MG TABLET 10x10T
LAZID-N TAB --,LAZID N TABLET
HOSIT XT TAB STP,HOSIT-XT CAPSULES
MESALACURE TAB 1.2GM* 10 S,MESALACURE TABLET  1.2GM
TEMSAN AM 2.5MG TAB 15S,TEMSAN - AM TABLETS 1X15T
Cardace AM 5/5 mg Tab 10sSN86,CARDACE AM 5 TABLET 10x15T
BEAT HF 5MG TAB 1 X10,BEAT HF 5 TABLETS 10X10 T
EPITRIL 0.5 TAB* 10S,EPITRIL 0.5 MG TABLET
EMC0003 NUMLO D TAB,NUMLO-D TABLET
FERIUM XT SUS,FERIUM XT SUSPENSION
LOMOH-60 INJ 0.6ML,LOMOH 60 MG INJECTION
FERIUM SYRUP 150 ml 150ml,FERIUM SYRUP 150 ML
GALACT POWDER 100 GMS,GALACT GRANULES
SYLATE-M 500 TAB,SYLATE M TABLET 500 MG
DENLAFAX-100 TAB 10TABS,DENLAFAX-100 TABLETS
MOFILET-S 360 TAB 10S,MOFILET S 360 TABLET
ROSUVAS EZ 20 MG TABLET 1X10T 10,ROSUVAS EZ 20 MG TABLET 1x10T
CONSIVAS GOLD 20 MG TA 1*10,CONSIVAS GOLD 20 CAPSULES 10X10C
CELOL XT+ TAB 1*10,CELOL XT + TABLETS
TEMSAN 80H TAB 10S,TEMSAN  80 H TABLETS
BEVON SOFTULES 10S,BEVON SOFTULES
ZOROFER XT SUS 150ML,OROFER XT SUSPENSION 150 ML
EMSITA MP FORTE TAB 1*10,EMSITA MP FORTE TABLET 10x10T
EMLINZ-DM FORTE 10TAB,EMLINZ DM FORTE TABLET 10x10T
METPURE XL 25 TABLETS 10 S .,METPURE XL 25 TABLET
INFEN P TAB 10,INFEN P TABLETS
ATOREC 20MG TAB 1*10S,ATOREC 20 MG TABLET
ASOMEX 2.5MG TAB 1 *15,ASOMEX 2.5 MG TABLET 1X15T
XILIA-TRIO-2-TAB 10TABEMCURE.3 10TAB,XILIA TRIO - 2 TABLETS
SYLATE T-500 10 1*10TA,SYLATE T 500 TABLET
SERTIVE 25 TABLETS 10S,SERTIVE 25 TABLETS
EMLINZ-5 TAB 10 S,EMLINZ 5 TABLET 1x10T
GALACT ( KESAR ) 200 GM POWDER 1 S,GALACT GRANULES KESAR
PAXOTUS-12.5MG TAB. 10 S,PAXOTUS 12.5 MG TABLET
Denmab Inj 60mg --,DENMAB INJECTION 60 MG/ML
CONSIVAS CV 10 CAPSULE 10S,CONSIVAS CV 10 CAPSULE 10x10C
CELOL-XT 10ST,CELOL XT CAPSULES
TELSITE H TAB 10S,TELSITE H 40 TABLET 10x10T
ROSUVAS EZ 40 TAB 10S 10 S,ROSUVAS EZ 40 TABLET 1x10T
GALOP 10 10 T,GALOP 10 MG TABLETS
METPURE XL 25MG 10S 10s,METPURE XL 25 TABLET
EXHEP 20 INJECTION,EXHEP 20 INJECTION
EMFOLIC TAB. 10*TAB,EMFOLIC TABLET
CONSIVAS EZ 20 TA 1X10,CONSIVAS EZ 20 TABLET
PAUSE 500MG TAB 10 S,PAUSE TABLET 500 MG
SYLATE 250 10S --,SYLATE TABLETS 250 MG 10
FULVIRA INJ. 2X5 ML,FULVIRA 250 MG INJ 2X5 ML PFS
EXAFIB 2.5 TABLETS 1X14 T,EXAFIB 2.5 TABLETS
S-NUMLO 5MG TAB 15 S 0,S-NUMLO 5 MG TABLET 1x15 T
CONSIVAS 10MG TAB 10S --,CONSIVAS 10 MG TABLET 10X10
TOPERIZONE 150MG,TOPERIZONE - 150 TABLETS
SYLATE 250,SYLATE TABLETS 250 MG 10
EMANZEN DP TAB 1X10TA,EMANZEN DP TABLET
NUCORIL 5 30,NUCORIL - 5 TABLETS 1X30 T
ACEGABA NT 100 15TAB,ACEGABA NT 100 TABLET 1x15T
EMPROGEST EV 200 TAB. 5,EMPROGEST EV 200 TABLET
XILIA-1 TAB,XILIA - 1 TABLETS
DABITRA-110MG CAP 0 1X10,DABITRA 110 CAPSULES
NUCARNIT TABLET 10 10x1,NUCARNIT TABLET 10
SPEGRA 200MG TAB 30 S,SPEGRA TABLETS 1X30T
CARDACE AM 5/5MG TAB 15 S,CARDACE AM 5 TABLET 10x15T
XILIA TRIO 1MG TAB 10S 10S,XILIA TRIO - 1 TABLETS
PAXOTUS 37.5MG(10*10) --,PAXOTUS 37.5 MG TABLET
LOMOH 40MG INJ. 40 MG,LOMOH 40 MG INJECTION
FERIUM TAB 100mg,FERIUM CHEWABLE 100 MG TAB 10X10 T
FLOFRE-10 MG.TAB. 10*TAB,FLOFRE 10 TABLETS
SUSTIMAX 4T(GKM NEW PHARMA),SUSTIMAX TABLETS
EMSITA M SR 100/1000 TAB,EMSITA M SR 100/1000 1X10T
CARDACE PROTECT 5 [10]-10s,CARDACE PROTECT 5 TABLET 10x10T
EMILDAP-S 10/100 TAB 10S,EMILDAP S 10/100 TABLET 1X10T
SOLGLO-AZ LIPOSOMAL SERUM 30ML 30ML,SOLGLO AZ LIPOSOMAL SERUM 30ML
JUSTINEX 30MG TABS 10S,JUSTINEX 30 TABLETS
CELOL 15C,CELOL CAPSULES
LASIX 40 MG 15 S-15s,LASIX 40 MG TABLET 80x15T
NUMLO-TM TAB 15s,NUMLO-TM TABLETS 1X15 T
VYLDA TAB 1,VYLDA TABLET
SYLATE 500 91,SYLATE TABLET 500 MG
EJALONG 30 MG 6S,EJALONG - 30 TABLETS 10X6 T
ZILARBI 40 TAB 10 PCS,ZILARBI 40 TABLET
NUMLO-D 5/12.5 15;S,NUMLO-D 5 TABLET 1x15 T
DYDROEVA TAB 10S(10015723),DYDROEVA TABLET 1X10T
TELSITE-H-TAB 10 S,TELSITE H 40 TABLET 10x10T
Vonavir Tab 30s,VONAVIR 600/200/300 MG TABLET 30s
EXHEP 40 MG INJ 1 VIAL,EXHEP 40 INJECTION
HOSIT FCM 1K 20ML,HOSIT FCM INJECTION 1K
EMRAB TABLETS 10S,EMRAB TABLETS
NUGL02 GLIPSOV M TAB 20/500 1*10,GLIPSOV-M TABLET 20/500 10X15T
XONETUM 1.5GM VIAL,XONETUM  INJECTION 1.5 GM
ASOMEX M TAB 10s,ASOMEX - M  TABLETS 10X10 T
EMILDAP 5MG STRIP OF 15 TABLETS,EMILDAP 5 TABLET 1X15T
VINGRAF 0.25 CAP 10 CAP,VINGRAF 0.25 MG CAPSULE
TEMSAN BS 40/2.5 10T,TEMSAN BS 2.5/40 TABLET 10x10T
TEMSAN 20MG TAB 15S 15 S,TEMSAN 20 MG TABLETS 10x15T
HOSIT-CA,HOSIT CA TABLET 1x15T
UREADERM 10% MOISTURIZING 100G CREAM 1,UREADERM MOISTURIZING CREAM 10% 100GM
INFEN INJ AMP,INFEN INJECTION
AMARYL M1 TABLET 1*20,AMARYL M 1MG TABLET 8x20T
XPLODE TAB 1*10T,XPLODE TABLET
HOSIT FCM INJ 750MG/15ML 15ML,HOSIT FCM INJECTION 750MG/15ML 
TEMSAN LNC 12.5 TAB 10T,TEMSAN LNC 12.5 TABLET 10x10T
PAUSE 5ML 5*5ML,PAUSE INJECTION
METPURE TEL 40 TAB 10 --,METPURE TEL 40 TABLETS
CITAFINE 1.4GM INJ(ACTREC),CITAFINE 1.4 GM INJECTION
ATOREC 40MG 10TAB 10TAB,ATOREC 40 MG TABLET
TEMSAN AM 2.5/40 M 10TAB,TEMSAN - AM TABLETS
ROSUVAS EZ 10MG TA10S,ROSUVAS EZ-10 TABLETS
AMARYL 2MG 20 TAB,AMARYL 2MG TABLET 15x30T
VINGRAF TAB 0.25MG 10S 0.25M,VINGRAF 0.25 MG CAPSULE
EMPROGEST SR 300MG TAB 10T,EMPROGEST SR 300 TABLET
EMTOFA OINTMENT 20GM 20gm,EMTOFA OINTMENT 20 GM
EMSITA-D-50/5 TAB 1X10,EMSITA D 50/5 TABLET 1X10T
VYLDA-M 500 10X10 10S --,VYLDA-M 500 TABLETS  1X10 T
CEASTRA 100MG CA 0,CEASTRA 100 CAPSULES 10X10C
VALPOTEX CR 300 TAB. 1*10TAB,VALPOTEX CR 300 TABLET
CALONAT-D3 Tab 15 s,CALONAT - D 3 TABLETS
METPURE-ST TAB 1X10,METPURE-ST TABLETS
INFEN 25 TABS 10s,INFEN - 25 TABLETS
ENCICARB 100MG INJ. VIAL,ENCICARB INJECTION 100MG/2ML
ASOMEX R TAB 10S --,ASOMEX R TABLET
BEAT HF 5 TAB 110TAB,BEAT HF 5 TABLETS 10X10 T
FERIUM XT TABLET 15S 15s,FERIUM XT TABLET 10x15T
GALACT GRANULES --,GALACT GRANULES
PROXYM ER 300 TAB 15s 15s,PROXYM ER TABLET 1X15T
EXDUO-100 TAB 1*10,EXDUO 100 TABLET 1x10T
OSTERI 600MCG-INJ 2.4ML,OSTERI INJ.600MCG /2.4MLPEN DEVICE
EMILDAP GM 10/1/100 10,EMILDAP GM 10/1/1000 TABLET 10x10T
TEMSAN-AM -15 TAB 15 TAB,TEMSAN - AM TABLETS 1X15T
OSTERI INJECTION 750MCG 1 AMP,OSTERI INJECTION 750 MCG PFS
CONSIVAS GOLD 20 TAB 1*10,CONSIVAS GOLD 20 CAPSULES 10X10C
AMARYL 2MG 30-S,AMARYL 2MG TABLET 15x30T
GALOP LS 10 10S,GALOP LS - 10 TABLET
UNMET TABLET 10T,UNMET TABLET 10x10T
ZUVOG 0.2 TAB 10S,ZUVOG 0.2 TABLETS
EMGRA 2MG TAB 28T,EMGRA TABLETS
BACTILEM 1.5MG INJ,BACTILEM  1.5 GM INJECTION
Femzact Cap 10s,FEMZACT CAPSULE 3x10C
TELSITE 40MG TAB 15S 15 S,TELSITE 40 MG TABLET 10x15T
ENCICARB 750MG/15ML INJECTION 1s 1S,ENCICARB INJECTION 750MG/15ML
XILIA MP2 TAB 1*10,XILIA-MP 2 TABLETS
EMLINZ DM FORTE TAB 10S,EMLINZ DM FORTE TABLET 10x10T
