PRODUCT_NAME,MATERIAL DESCRIPTION
FIBRICOR INJ. VIAL,FIBRICOR INJECTION 10X1X10 ML
ASOMEX . D. 5 . TAB . 1X15 10X15,ASOMEX D 5 TABLET 1x15T
ENHEMO 1000 INJECTION 1x10ML AMP,ENHEMO 1000 INJECTION 1x10ML
PREGANZA 75 CAPS 0 CAP,PREGANZA 75 CAPSULES
EMDIP T 40 MG TAB 10 S,EMDIP T40 TABLET
EMPRI 25MG TAB 10 S,EMPRI 25MG TABLET 10x10T
ZOPIPURE 2 10S 10 S,ZOPIPURE - 2 TABLETS 10T
OROFER S INJ 1*5,OROFER S INJECTION 2.5 ML
BOWEX GRANU. 120GM,BOWEX GRANULES
GABA HOSIT TAB 1X10,GABA HOSIT TABLET
TAPICEM 2.25MG INJ VIAL,TAPICEM 2.25GM INJECTION
FULL-24 TAB 10*10,FULL 24 TABLET
PROXYM MR 10TAB,PROXYM-MR TABLET
ATOREC EZ TAB 10*S,ATOREC EZ TABLET
VYLDA P TAB 0,VYLDA P TABLET 1x10T
Calciem Dha 10S,CALCIEM DHA CAPSULES
ELINAL TAB 1X10TAB,ELINAL 1 MG TABLET
TELSITE 40 MG 10S,TELSITE 40 MG TABLET 10x15T
EMCORIL DX SYP 100 ML,EMCORIL DX SYRUP 100 ML
AMARYL MV 2 MG 15 TAB 15,AMARYL MV 2MG TABLET 10x15T
BEVAREST 400MG INJ 1,BEVAREST 400 INJECTION
ASOMEX M 5 TAB 10,ASOMEX - M 5 TABLETS 10X10 T
DAPAGZA M 10/1000 MG TABS 10S,DAPAGZA M10/1000 1X10T
XILIA M-1 FORTE TAB * 10 S,XILIA - M 1 FORTE TABLETS
INFEN-25 10 S,INFEN - 25 TABLETS
TEMSAN H 80 MG 15 TAB,TEMSAN 80 H TABLETS 1X15T
EXELON PATCHES 10S,EXELON TTS 9.5 MG 1X10 PATCHES
OROFER XT SUSP 150ML UNSURE DEF,OROFER XT SUSPENSION 150 ML
ARMOD 150 MG 10 TAB,ARMOD-150 TABLETS
ASOMEX LT TAB 110,ASOMEX LT 2.5 MG TABLET
AMARYL M2 TAB 120,AMARYL M 2MG TABLET 8x20T
ASOMEX -TM TAB UNSURE,ASOMEX - TM TABLETS
TEMSAN AM 15,TEMSAN - AM TABLETS 1X15T
EMLINZ DM FORTE TAB 10*TAB,EMLINZ DM FORTE TABLET 10x10T
EMILDAP-5/10-50MG TAB,EMILDAP S 10/50 TABLET 1X10T
EMILDAP-S 10/100MG TAB 10S 10S,EMILDAP S 10/100 TABLET 1X10T
GUTCLEAR IG POW 180GM 180GM,GUTCLEAR - IG POWDER 30 GM
CARMADA 100 TAB 10ST,CARMADA 100 MG TABLET 10x10T
SILNAFIL TAB 1*10,SILNAFIL TABLETS
ELAXIM 30 MG VAIL,ELAXIM 30
SYLATE T 500MG TAB 110,SYLATE T 500 TABLET
EPITRIL 0.25 TAB 10 S,EPITRIL 0.25 MG TABLET
ACEGABA-NT 400 TAB s,ACEGABA-NT 400 TABLET 1x15T
UREADERM MOIS C 10% 100GM,UREADERM MOISTURIZING CREAM 10% 100GM
MATERNA-HMG 150 IVIAL,MATERNA-HMG 150 I.U.
MIGITUS 5 TAB 1*10 TAB Pcs,MIGITUS 5 TABLET
RITUXEM 500MG INJ 1 VIAL,RITUXEM 500MG/50ML
CLEXANE INJ 20 MG 1*1,CLEXANE 20MG/0.2ML INJECTION
CONSIVAS-10MG TABS 10S 10 S,CONSIVAS 10 MG TABLET 10X10
SANOXABAN 5 MG 15S,SANOXABAN 5 MG TABLET 10x10T
PROXYM-MR TABLET 1X10 TAB,PROXYM-MR TABLET
CARDACE METO 2.5 / 10 TAB,CARDACE METO 2.5 TABLET 10x10T
CARDACE AM 2.5MG TABS 15S,CARDACE AM 2.5 TABLET 10x15T
EMATRA CAPS 1 *100,EMATRA CAPSULES
CEASTRA SB 65MG CAP 1*10,CEASTRA SB CAPSULE 65MG 1x10C
AMPRO MOM POWDER 200GM,AMPRO MOM POWDER 200 GM
CETAPIN XR 500MG TAB 20 G,CETAPIN XR 500MG TABLET 11x20T
DILPRA OD 250 10TA,DILPRA OD 250 TABLETS
NUMLO-TMH TAB 10X10,NUMLO TMH TABLET 10x10T
VYLDA DM 100/10/500 10S,VYLDA DM 100/10/500 TABLET 1x10T
TEMSAN LNC 12.5 TABLET 10*10 T 10*10 T,TEMSAN LNC 12.5 TABLET 10x10T
DYDROEVA TABLET,DYDROEVA TABLET 1X10T
NUSAR-R 5 TAB. 10*TAB,NUSAR R 5 TABLET
ETS-100 CAP 10 CAP,ETS-100 CAPSULE
E-TEL H TAB 10.s,E - TEL H TABLETS
EMSITA D 100/10 TAB 10Tab,EMSITA D 100/10 TABLET 1X10T
VYLDA TAB A TAB,VYLDA TABLET
NUCORIL 5 MG 30 TAB 30TAB,NUCORIL - 5 TABLETS 1X30 T
ATOREC-CV 20 CAP 10 S,ATOREC CV 20 CAPSULES
CARDACE 10MG TAB 015S,CARDACE 10 MG TABLET 10x15T
ASOMEX TM 5MG 15S,ASOMEX - TM 5 TABLETS 1X15T
OROFER XT DROP - 15 ML,OROFER XT DROPS
ASOMEX CV 10TAB,ASOMEX CV TABLET
PARIDEM IV 40MG 1VIAL,PARIDEM IV 40MG
EMILDAP S 10/100 TAB 10TABS,EMILDAP S 10/100 TABLET 1X10T
PAXOTUS PLUS 12.5 0 CAP,PAXOTUS PLUS 12.5 MG CAPSULES
VIZATEX-40MG 10ST,VIZATEX 40 TABLET
AMARYL M FORTE 1 10 PCS,AMARYL M FORTE 1MG TABLET 10x15T
AMARYL MV 1 0,AMARYL MV 1MG TABLET 10x15T
EMANZEN FORTE 10MG 1*10,EMANZEN FORTE TABLET 10 MG
CONSIVAS-F TAB 10 S,CONSIVAS-F TABLETS
C-ZID 1GM INJ {NEW} 1 GM,C-ZID 1GM
EMTOFA XR 11 10S,EMTOFA XR 11MG TABLET 1x10T
FERIUM XT DROPS 15ML.,FERIUM XT DROPS 15 ML
TEMSAN LNC 6.25 TABLET 10 T,TEMSAN LNC 6.25 TABLET 10x10T
EMPROGEST 400MG CAPS 10 C,EMPROGEST-400 CAPSULE
CONSIVAS 10 MG TABLET 10S,CONSIVAS 10 MG TABLET 10X10
ATOREC 10MG TABLET 10S,ATOREC 10 MG TABLET
EMLEVO-XR 500-TAB 10S,EMLEVO - XR 500 TABLET
ENCICARB 100MG/2ML INJECTI 2ML,ENCICARB INJECTION 100MG/2ML
GLIPSOV M 20/500 MG TAB 15TAB PCS,GLIPSOV-M TABLET 20/500 10X15T
TELSITE 80 TAB 15,TELSITE 80 MG TABLET 10x15T
METPURE-XL50 TAB.,METPURE XL 50 MG TABLET 10X10
FM ACTIVE 10 S,FM ACTIVE TABLETS
ASOMAX AT MG TAB 15 T,ASOMEX AT 2.5 MG TABLET 1X15T
ETS-200 10CAP,ETS-200 CAPSULE 10
TRIOPTAL 300 TAB 1 *10,TRIOPTAL 300 TABLET
AMARYL M1MG TAB 20S 20S,AMARYL M 1MG TABLET 8x20T
BESTFORM M TAB 10 S,BESTFORM M TABLET 1x10T
VYSOV M 50/500 TAB. 10S,VYSOV-M 50MG/500MG TABLETS
INFEN-P 10 S,INFEN P TABLETS
CONSIVAS EZ 20 TAB 1X10,CONSIVAS EZ 20 TABLET
ASOMEX AT TAB. 15 S,ASOMEX AT 2.5 MG TABLET 1X15T
VYLDA M 500 TAB. 10.,VYLDA-M 500 TABLETS  1X10 T
EMSITA-GM 50/1/500MG TAB 10S 1*10,EMSITA GM 50/1/500 TABLET 10x10T
METPURE-TEL 40TAB 10S,METPURE TEL 40 TABLETS
HOSIT FCM INJ 1X10ML,HOSIT FCM INJECTION 500MG/10ML
IBUSOFT 400 TABS 10s,IBUSOFT 400 MG. TABLET
ASOMEX-1.25MG.TABS. 15 S,ASOMEX 1.25 TABLETS 1X15T
ASOMEX 1.25MG 15T 15T,ASOMEX 1.25 TABLETS 1X15T
CELOL XT+ TAB 10S 10S,CELOL XT + TABLETS
C LET 1.0GM INJ VIAL,C - LET 1.0 GM INJECTION
LASIX-INJ 4ML 10X4ml,LASIX 40 MG/4ML INJECTION
SKIZOTUS 200MG TAB 10S,SKIZOTUS - 200 TABLETS
NUMLO-AT TAB. 1*10,NUMLO-AT TABLET
FERIUM XT DROP 15ML,FERIUM XT DROPS 15 ML
DYDROEVA TABLET 10TAB,DYDROEVA TABLET 1X10T
EMSITA-50MG 110,EMSITA 50 MG TABLET 1X10T
CLEXANE INJ 40MG 1*2INJ,CLEXANE 40MG/0.4ML INJECTION
LOMOH 40 MG INJ 0.4ML 0.4ML,LOMOH 40 MG INJECTION
EMSITA -M SR 100/500 TAB 10TAB,EMSITA M SR 100/500 TABLET 1x10T
VELDIX P TABS 10S,VELDIX P TABLETS
CEASTRA SB 65MG CALSULE 10 S,CEASTRA SB CAPSULE 65MG 1x10C
OXA 50 MG INJ 1,OXA 50 MG INJ 1 VIAL
ZOSECTA TAB 10S .,ZOSECTA TABLET
CARMADA-50MG 1*10,CARMADA 50 MG TABLET 10x10T
DAPAGZA 10TABLET 15S,DAPAGZA 10 TABLET 1X15T
CITAFINE 1.4 GM INJECTION 1X1 VIAL,CITAFINE 1.4 GM INJECTION
PRASTATIN 10 10S,PRASTATIN TABLET 10MG
ATOREC GOLD 10* 1*10,ATOREC GOLD 10  10X10 C
NUCARNIT M TAB 10*TAB,NUCARNIT M TABLET
EMPRI 10 TAB 10S 10S,EMPRI 10MG TABLET 10x10T
CARDACE-5MG TAB. 15 S,CARDACE 5 MG TABLET 10x15T
EMGRAST 300MG PFS pfs,EMGRAST 300 MCG INJ 1 PFS
FULL 24 TAB (10 Tab),FULL 24 TABLET
GONLIX 150mg TAB 10TAB,GONLIX 150 MG TABLET 10x10T
PAUSE MF TAB 2ML,PAUSE MF TABLET
SOLIGUARD 5 10S 10 S,SOLIGUARD 5 TABLETS
CONSIVAS-EZ-20 TAB 1X10,CONSIVAS EZ 20 TABLET
FERIUM-XT DHA 7*1KIT,FERIUM XT DHA 7X1 KIT
EMSTAR 1GM INJ,EMSTAR 1 GM INJ 1 VIAL
EMPERIDE M2 TAB 10 TABS,EMPERIDE M 2 TABLET
TEMSAN CT 40/12.5 MG TAB,TEMSAN CT 40/12.5 MG TABLET 10X10
EXAFIB 20 TABLETS 14TAB,EXAFIB 20 TABLETS
EMPROGEST 200 CAP 10S PCS,EMPROGEST-200 CAPSULE
OROFER D3 TABLET 10,OROFER D3 TABLETS 1X10 T
TEMSAN CT 10 NOS,TEMSAN CT TABLETS
HOSIT TAB 10TAB.,HOSIT TABLET
GONLIX 150MG TAB 10S 10s,GONLIX 150 MG TABLET 10x10T
LOMOH 60 MG INJECTION PFS,LOMOH 60 MG INJECTION
ATOREC 10MG TAB 1X10TAB,ATOREC 10 MG TABLET
VYLDA DM 100/5/500 TAB 10s 10s,VYLDA DM 100/5/500 TABLET 1x10T
NUMLO AT 15 TAB,NUMLO-AT TABLET 1X15 T
Mofilet-S 360 10s,MOFILET S 360 TABLET
VYLDA DM 100/10/1000 TABLET 1x10T-10 T,VYLDA DM 100/10/1000 TABLET 1x10T
HELDICUR CAPSULES 30S,HELDICUR CAPSULE 30 C
MOFILET S 360MG TAB 1*10,MOFILET S 360 TABLET
DENMAB 60 MG INJREF 1 PFS,DENMAB INJECTION 60 MG/ML
NUSAR ATN TABLET 1*10,NUSAR ATN TABLET
TEMSAN CT 6.25 TAB 10x1,TEMSAN CT-6.25 TABLETS
Rasotan SA 5 Tab 1*10,RASOTAN-SA 5 TABLETS
EMLEVO-500 MG TAB 15 tab,EMLEVO 500 TABLET 1 X 15 T
SKIZOTUS -300- TAB 10 TABS,SKIZOTUS - 300 TABLETS
ZORESO TAB-10s,ZORESO TABLET
ZORESO TAB 10 TAB,ZORESO TABLET
PROCTOSEDYL BD CREAM 20GRMS,PROCTOSEDYL BD CREAM
EPITRIL BETA 0.5 1*10,EPITRIL BETA 0.5 TABLETS
OROFER S 100 inj,OROFER S 100 INJECTION
OROFER FCM 750MG IN 15ML,OROFER FCM INJECTION 750MG/15ML
FLAWLIZO MICRO0.04%TUBE PACK 15 GM,FLAWLIZO MICRO 0.04% GEL 15GM TUBE PACK
SEMI DAONIL 1*10,SEMI DAONIL TABLETS
TORPIZA 50MG TABS 1*10TABS,TORPIZA 50 TABLET
EXAFIB 2.5 MG 1*14,EXAFIB 2.5 TABLETS
DENMAB-60MG INJ 1ml,DENMAB INJECTION 60 MG/ML
CORDARONE I.V,CORDARONE 150 MG/3ML INJECTION
SYLATE-M TAB 10 S,SYLATE M TABLET 500 MG
OZATEX 7.5 TAB. 10S,OZATEX 7.5 TABLET
APRUV LT TAB 1*10,APRUV - LT  3X2X10 T
ATPURE SA TAB 1X10TAB,ATPURE SA TABLET
FERIUM XT 10 S,FERIUM XT TABLET
XGRAST INJ 300MCG PFS,XGRAST 300 MCG INJ 1 PFS
CLEXANE 40 MG 1PFS 1PFS,CLEXANE 40MG/0.4ML INJECTION
NUSAR H TAB. 10TAB.,NUSAR H TABLET
ARMOD 50MG TAB 10T,ARMOD-50 TABLETS
ATOREC 40 TAB 10 Tab,ATOREC 40 MG TABLET
BENFOTABS 10TA,BENFOTABS
METPURE TEL 40 10;S,METPURE TEL 40 TABLETS
E-TEL 80H TAB 10S,E - TEL 80 H TABLETS
E-TEL-H TAB,E - TEL H TABLETS
G3N 6.4 25TAB,G3N - 6.4 TABLET
GALACT POWDER CHOCLA200 GM,GALACT GRANULES CHOCOLATE
IBUSOFT 300 TAB,IBUSOFT 300 MG. TABLET
SYLATE AMP,SYLATE INJECTION 2 ML
TEMSAN AM,TEMSAN - AM TABLETS
EMSITA TRIO FORTE TAB 10*S,EMSITA TRIO FORTE TABLET 1x10T
FERIUM XT TAB (15 TAB),FERIUM XT TABLET 10x15T
GALACT GRANULES 200GM 200GM,GALACT GRANULES
EMPRI-L 10/5MG TAB 10S 1*10,EMPRI L 10/5MG TABLET 10x10T
EMTOFA XR 11 TAB 10 S,EMTOFA XR 11MG TABLET 1x10T
NUCARNIT 330MG Tab,NUCARNIT TABLET 10
OSTERI INJ. 600MCG/2.4ML 1 PEN,OSTERI INJ.600MCG /2.4MLPEN DEVICE
AMARYL M 2 TAB 1X20 20 TAB,AMARYL M 2MG TABLET 8x20T
GALACT GRANULES KASHMIRI KESARI 200 GM,GALACT GRANULES KESAR
DYDROFEM SR 20MG 10T,DYDROFEM SR 20 TABLET 3X10T
AMAZIL 10 TAB 10TAB,AMAZIL 10 TABLETS
AMARYL M 1 FORTE-SANOFI,AMARYL M FORTE 1MG TABLET 10x15T
FERIUM SYR 150ML,FERIUM SYRUP 150 ML
OROFER FCM 1GM INJ,OROFER FCM  INJECTION 1K
OROFER XT* 30S* 30S,OROFER XT TABLET 1X30 T
XPLODE ISO POW 200 GM,XPLODE ISO POWDER
ASOMEX LT TAB 15 S,ASOMEX LT TABLET 1X15T
LAZID N TAB 60TAB,LAZID N TABLET 1x60 T
OLMEGARD - AM 10 S,OLMEGARD AM TABLET
METPURE AM 2.5 TABLETS 10s,METPURE AM 2.5 TABLETS
NUMLO D 2.5 10TAB Pcs,NUMLO-D TABLET
EMSITA GM 50/2/1000 TAB 10S 10X10,EMSITA GM 50/2/1000 TABLET 10x10T
CONSIVAS - 10MG TAB. 10S,CONSIVAS 10 MG TABLET 10X10
EXAFIB 2.5 MG 15TAB,EXAFIB 2.5 TABLETS
FULVIRA INJ,FULVIRA INJECTION 1X5 ML PFS
MOMB9 CAP 10 CA,MOMB9 CAPSULES
FITJOINT CAPSULES 10 S,FITJOINT CAPSULES
TEMSAN AM 5 TAB 1X15T,TEMSAN AM-5 TABLETS 1X15 T
DENMAB-INJ.60MG PFS,DENMAB INJECTION 60 MG/ML
FERIUM-D3 TAB 110,FERIUM D3 TABLET
INFEN PLASTER PC,INFEN PLASTER 1X7
TRI OLVANCE 20MG TAB 10,TRIOLVANCE 20 TABLETS
CELOL D3 GRANULES 1,CELOL - D 3 GRANULES
LOBACOR-10 TABS 1 * 10,LOBACOR 10 TABLET
XILIA TRIO 2 10-S,XILIA TRIO - 2 TABLETS
ZILARBI-40 10T,ZILARBI 40 TABLET
AURICH-100 CAP 10S,AURICH - 100 CAPSULES
ARMOD 50 15S 15S,ARMOD-50 TABLETS 1 x 15 T
EXDUO 50MG TABS,EXDUO 50 TABLET 1x10T
TEMSAN 80 H TAB. 15,TEMSAN 80 H TABLETS 1X15T
GABA-HOSIT TAB 10TAB,GABA HOSIT TABLET
ACEGABA NT200 110,ACEGABA NT 200 TABLET 1x15T
FERIUM SYP.,FERIUM SYRUP 150 ML
CLEXANE 40MG ING 1vial,CLEXANE 40MG/0.4ML INJECTION
G3N TAB 2.6,G3N - 2.6 TABLET
TEMSAN H TABLETS 110TAB,TEMSAN H TABLETS
FERIUM-D3 TAB 10 S,FERIUM D3 TABLET
FLAWLIZO MICRO 0.04% GEL 15GM PUMP P,FLAWLIZO MICRO 0.04% GEL 15GM PUMP PACK
FULL-24 SYP 100ML 100ML,FULL 24 SUSPENSION 100 ML
POVIZTRA 0.25MG FLEXTOUCH PFP I 1.5ML,POVIZTRA FLXT 0.25MG 1.5ML 1PC COPACK
Emildap Trio. 10s,EMILDAP TRIO TABLET 1x10T
ASOMEX M5,ASOMEX - M 5 TABLETS 10X10 T
POVIZTRA FLXT 2.4MG3ML --,POVIZTRA FLXT 2.4MG 3ML 1PC COPACK
VINCORT 30MG 10 T,VINCORT TABLET 30 MG
EMGRAF 1.0 MG CAP 10S,EMGRAF-1 CAPSULES
ELIGARD 45 MG INJ 11,ELIGARD 45 MG INJECTABLE SUSPENSION
TORPIZA 50 TAB.,TORPIZA 50 TABLET
GALOP PLUS 10 TAB,GALOP PLUS-10 TABLETS
METPURE TEL 20 TAB. 10 s,METPURE TEL 20 TABLETS
ENHEMO 500 TAB 10 S,ENHEMO 500 TABLET 10x10T
ROCAS TAB 1MG 6,ROCAS TABLET
TELSITE H 40 TAB 10S STR,TELSITE H 40 TABLET 10x10T
XILIA MP1 TAB 10S,XILIA-MP 1 TABLETS
CANZORB POWD. 50GM 1,CANZORB POWDER 50 GM
PANPURE 10T 10 TAB,PANPURE TABLET
SKIZOTUS 200MG TABS 1 * 10,SKIZOTUS - 200 TABLETS
ATOREC-20MG TAB 10S,ATOREC 20 MG TABLET
ACEGABA GRS 300 TABLETS 1X10T,ACEGABA GRS 300 TABLET 10T
INFEN OD 50MG 10T 10T,INFEN OD TABLETS
FM Active Tab 10S,FM ACTIVE TABLETS
COBAFORTE CD3 + TAB 10TAB,COBAFORTE CD3 + TABLET
NUACE TABLET 30TAB 30TAB,NUACE TABLETS 1x30 T
TELSITE 20 10 TAB,TELSITE 20 MG TABLET 10x15T
A-BEC TABLET 60 S,A-BEC TABLET 60T
EMCURE INFIUS & VERTEX ACEGABA 100 10CAP,ACEGABA 100 CAPSULE
ACEGABA NT 400 1X10TAB,ACEGABA-NT 400 TABLET 1x15T
TAB.EMANZEN DP,EMANZEN DP TABLET
GALACT GRANULES 400GM CHOCO XENNEX 1x40,GALACT GRANULES 400 GM CHOCOLATE
GALOP 5MG 10T STRIP,GALOP 5 MG TABLETS
OROFER DROPS,OROFER DROPS 15 ML
BACTICURE 250 10 TAB,BACTICURE 250 TABLETS 1X10 T
CEASTRA 200 CAP 10CAP,CEASTRA 200 CAPSULES 10X10C
CLEXANE-60 1,CLEXANE 60MG/0.6ML INJECTION
CAPICET 500MG STRIP OF 10 TABLETS,CAPICET TABLET
LASIX 40MG TAB 1x15s,LASIX 40 MG TABLET 80x15T
DILPRA-OD 250 TAB 10TABSTRIP,DILPRA OD 250 TABLETS
Z S-NUMLO 2.5 T. 110 T.,S-NUMLO 2.5 MG TABLET
ELAXIM-40MG INJ 1S 1S,ELAXIM 40 MG INJ 1 VIAL
SYLATE- T 500 TAB 10S,SYLATE T 500 TABLET
STROCOZ SYP 1*60ml,STROCOZ SYRUP 60 ML
Ferium Xt Tab,FERIUM XT TABLET
LAXIFAST SYP 1X10,LAXIFAST SUSPENSION
ROSUVAS EZ 40MG TAB 10 TAB,ROSUVAS EZ 40 TABLET 1x10T
CEASTRA XL 200 CAP 7 CAP,CEASTRA XL-200 CAPSULES
FERIUM INJ 750MG /15ML 15 ML,FERIUM INJECTION 750MG/15ML
METPURE AR 2.5 10TAB,METPURE AR 2.5 TABLETS
SYLATE 500MG TAB. 10.,SYLATE TABLET 500 MG
GAZIN-40 TAB 10TAB,GAZIN 40 TABLET
ROSUVAS EZ 20 MG 10 T,ROSUVAS EZ 20 MG TABLET 1x10T
METPURE AM 5 10  S,METPURE AM 5 TABLETS
VYLDA-DM 100/10/500 TAB 10S 10,VYLDA DM 100/10/500 TABLET 1x10T
VINTOR 6000IU INJ 01S,VINTOR 6000 IU INJ 1 PFS
METPURE H TABLET 1*10,METPURE H TABLET
GAZIN M 10S,GAZIN M TABLET
NUMLO D 5 10TAB,NUMLO-D 5 TABLET
FERIUM-D3-TABL 10 S,FERIUM D3 TABLET
TAMLET 4 CAP 10S 3x10,TAMLET 4 CAPSULES
SAV HF 50MG STRIP OF 10 TABLETS,SAV HF 50 TABLET 6x10T
GALOP 5 MG $ # 10 S,GALOP 5 MG TABLETS
EMSITA M 50/1000 1X10T,EMSITA M 50/1000 1X10T
CONSIVAS-20TAB 10TAB,CONSIVAS 20 MG TABLET 10X10
OROFOR XT 15ML,OROFER XT SUSPENSION 150 ML
HOSIT FCM INJ 1K,HOSIT FCM INJECTION 1K
EMSTAR - 500 MG INJECTION 1VAIL,EMSTAR 500 MG INJ 1 VIAL
Gazin 40 Tab 10S,GAZIN 40 TABLET
CEASTRA XL 100MG CAPS 1*7CAP,CEASTRA XL-100 CAPSULES
XILIA - 2 MG TABS 10 S,XILIA - 2 TABLETS
EMANZEN FORTE TA .10 TAB,EMANZEN FORTE TABLET 10 MG
OROFER XT PLUS SYP 11 STR,OROFER XT + SUSPENSION 200 ML
DILPRA OD 500 MG TAB,DILPRA OD 500 TABLETS
Asomex At 5mg.tab.,ASOMEX AT 5 MG TABLET
OROFER XT DROP 1PC,OROFER XT DROPS
NUCORIL 5 TAB 1 X 10,NUCORIL - 5 TABLETS 1X10 T
CARDACE METO 5/50 TAB. 10 TAB,CARDACE METO 5 TABLET 10x10T
HAMSYL JUNIOR (1*1),HAMSYL JUNIOR
METPURE H TAB 10 TAB,METPURE H TABLET
OSTERI NEEDLES 01*1,OSTERI INJECTION NEEDLES
CONSIVAS-20 10TA,CONSIVAS 20 MG TABLET 10X10
PAUSE 500MG 10,PAUSE TABLET 500 MG
VELDIX XT TAB 10 TAB,VELDIX XT TABLETS
PAUSE INJ. 5 ML,PAUSE INJECTION
ASOMEX 5 MG TAB 10T,ASOMEX 5 MG TABLET
ASOMEX LT TAB 1X15 .,ASOMEX LT TABLET 1X15T
PROXYM ER TAB 10 TAB,PROXYM ER  TABLETS
VYLDA D 100/10 TABS 10,VYLDA D100/10 TABLET 1X10T
FITJOINT MAX CAP 10c,FITJOINT MAX CAPSULES
BACTICURE 1.5GM INJ. 1VAIL,BACTICURE - 1.5 GM INJECTION
VYLDA M 1000 10 T,VYLDA-M 1000 TABLETS 1X10 T
NUCARNIT 500 TAB,NUCARNIT 500 TABLET
SILNAFIL STRIP OF 10 TABLETS,SILNAFIL TABLETS
HOSIT D3 TAB 1X1,HOSIT D3 TABLET
EMILDAP S 10/100 TAB 10Tab,EMILDAP S 10/100 TABLET 1X10T
ATOREC EZ 10TAB,ATOREC EZ TABLET
ARMOD 50 TA --,ARMOD-50 TABLETS
CORDARONE 150MG/3ML,CORDARONE 150 MG/3ML INJECTION
ELAXIM 40 INJ 1 S,ELAXIM 40 MG INJ 1 VIAL
CEASTRA-200 CAP 10,CEASTRA 200 CAPSULES 10X10C
EPITRIL-2MG,EPITRIL 2 MG TABLET
PROXYM XT TAB 10S UNSURE DEF,PROXYM-XT TABLETS
ASOMEX OH TAB 10;S,ASOMEX OH TABLETS
CONSIVAS CV 20 CAPSULE 10CAP,CONSIVAS CV 20 CAPSULE 10x10C
TULOPLAST 0.5MG 1S,TULOPLAST 0.5 MG PATCHES
ATOREC F 10/160GM 10 NOS,ATOREC F 10/160 MG TABLET 10X10
NUSAR 50 TABS 10 S,NUSAR 50 MG TABLET
XILIA M 1MG TABS. 10S,XILIA - M 1 TABLETS
PAUSE 1000 INJ. 1S,PAUSE 1000 MG INJECTION
XILIA TRIO-2 TAB 1X10.,XILIA TRIO - 2 TABLETS
ATOREC 5MG. 10 TAB,ATOREC  5 MG TABLET
FICO TAB 100MG 10S 10S,FICO TABLET 100 MG
DAPAGZA-L 10/5 TAB 10 TAB,DAPAGZA L 10/5 TABLET 10x10T
CONSIVAS EZ 20MG TAB 10S,CONSIVAS EZ 20 TABLET
EMPRI- L 10/5 MG TAB 10S,EMPRI L 10/5MG TABLET 10x10T
TEMSAN AM5 TAB 1*10,TEMSAN - AM 5 TABLETS
AQUAOAT MOIST LOTION 100ML 1,AQUAOAT MOISTURIZING LOTION 100ML
EMSULIDE P 10TA,EMSULIDE P TABLET 10
EMLEVO 750MG,EMLEVO 750 TABLET
ZILARBI TAB 110,ZILARBI 20 TABLET 10X10T
PREPIXA 5 MG 10TAB,PREPIXA 5 TABLET 1X10T
GLUCOFREE ALOOCHAT 40GM PC,GLUCOFREE BAR ALOO CHAT FLAV.40GM
LIFTAZ 1.0GM INJ 1X10,LIFTAZ 1.0 GM INJECTION
VYLDA DM 100/5/1000 10S,VYLDA DM 100/5/1000 TABLET 1x10T
VINTOR 4000 PFS 1 PFS INJ,VINTOR 4000 IU INJ 1 PFS
DILPRA OD-500 TAB 10TABS,DILPRA OD 500 TABLETS
OROFER FCM INJECTION 1K 1UNIT,OROFER FCM  INJECTION 1K
COBAFORTE OD CAP 10S 10S,COBAFORTE OD CAPSULES
GALACT GRANULE KESHR 400GM,GALACT GRANULES 400 GM KESAR
TELSITE 40 TAB 10,TELSITE 40 MG TABLET 10x15T
PAUSE-XT TAB.,PAUSE-XT TABLETS
AMARYL MV 1 10TAB,AMARYL MV 1MG TABLET 10x15T
IMINORAL 100 CAP 1X5,IMINORAL - 100 CAPSULES
EMILDAP TRIO TABLET 10S 0,EMILDAP TRIO TABLET 1x10T
METPURE XL 50MG TAB 10,METPURE XL 50 MG TABLET 10X10
INFEN MR TAB 1X1,INFEN MR TABLETS
TEMSAN-LN TABS --,TEMSAN LN TABLET 10x15T
XILIA MP 2MG TAB 1X10,XILIA-MP 2 TABLETS
AMARYL M 2 20S 20S,AMARYL M 2MG TABLET 8x20T
ASOMEX D 5 1*15,ASOMEX D 5 TABLET 1x15T
ARMOD 50 15 S 15 S,ARMOD-50 TABLETS 1 x 15 T
XPLODE TABS. 1*10,XPLODE TABLET
EXDUO 100 MG 10 S,EXDUO 100 TABLET 1x10T
NUSAR AM 2.5 10TAB Pcs,NUSAR AM TABLET
NUCARNIT M 10,NUCARNIT M TABLET
LASILACTONE 50MG *10,LASILACTONE 50 TABLET 10x10T
EMSITA GM 50/2/500 10S.,EMSITA GM 50/2/500 TABLET 10x10T
VICARE TOTAL CAPS 10S 10S,VICARE TOTAL CAPSULE 1x10C
EPITRIL 0.50 TAB,EPITRIL 0.5 MG TABLET
EMILDAP-TRIO FORTE TAB 1X10,EMILDAP TRIO FORTE TABLET 1x10T
ANTIPLAR 75 MG.TAB 10 TAB,ANTIPLAR TABLETS
EMSITA M SR 100/500MG 10T 10T,EMSITA M SR 100/500 TABLET 1x10T
NUSAR 25MG 10 TAB,NUSAR 25 MG TABLET
HOSIT - FE TAB,HOSIT FE TABLETS
OROFER S 100MG INJ1X5ML,OROFER S 100 INJECTION
PROCTOSEDYL BD CRE 1*20gm,PROCTOSEDYL BD CREAM
